"perc_matricula_epf";"perc_matricula_epm";"tx_distorcao_idade_serie_epf";"tx_distorcao_idade_serie_epm";"ideb_ai_ef";"ideb_ai_em";"perc_docente_epf";"perc_docente_epm";"tx_mortalidade_infantil";"tx_mortalidade_bruta";"perc_pop_cobertura_plano_saude";"perc_internacao_falha_aps";"perc_internacao_falha_saneamento";"vl_per_capita_bolsa_familia";"vl_per_capita_beneficio_prestacao_continuada";"perc_pop_cadunico_sem_abastecimento_agua";"perc_pop_cadunico_sem_esgotamento_sanitario";"perc_pop_cadunico_sem_coleta_lixo";"perc_pop_cadunico_sem_saneamento";"perc_pop_pobre_cadunico";"perc_pop_cadunico_bolsa_familia";"perc_pop_urbana_com_abastecimento_agua";"perc_participacao_queimadas_brasil";"cobertura_ab";"incidencia";"letalidade";"label"
84,71;100;41,3;64,4;3,7;3,6;56,8;38,6;17,86;5,17;1,51;6,41;0;231,06;95,28;29,29;24,35;11,96;8,32;88,89;78,58;69,55;0,01;100;1470,1536643026;4,02010050251256;"Grave"
100;100;39,1;55,1;4,7;3,7;37,7;32,7;5,49;5,93;0,51;26,49;2,41;331,05;182,09;77,91;94,19;78,84;74,44;88,44;77,36;100;0,14;100;672,316384180791;2,52100840336134;"Moderado"
90,07;94,94;35,6;45,4;5,1;3,3;18,1;32,5;15,76;5,25;1,13;23,44;2,44;357,21;171,22;37,33;51,26;49,22;30,86;93,12;86,39;100;0,01;88,57;1720,59383326989;1,10619469026549;"Moderado"
96,1;100;26,2;38,3;5,2;3,7;19,3;33,8;18,46;6,05;2,46;32,11;3,48;243,5;143,94;57,78;81,61;52,11;40,72;85,32;74,38;100;0,01;100;1928,37465564738;2,41448692152917;"Grave"
92,91;100;35,8;49,6;4,5;3,3;27;40,4;16,6;6,15;0,91;46,59;10,06;241,32;125,48;46,57;45,89;38,2;34,16;90,53;80,26;100;0,01;86,62;831,730769230769;3,46820809248555;"Grave"
88,72;100;36,3;52,7;4;2,9;32,4;51,2;18,69;5,09;1,82;39,2;5,53;110,47;465,25;18,7;32,03;9,29;8,31;85,54;72,59;92,52;0;90,13;4192,24761143604;1,90641247833622;"Grave"
84,13;96,47;24,3;50,8;4,6;3,6;17,5;63,7;5,26;6,84;0,8;44,81;7,12;339,58;109,52;14;94,77;1,16;0,44;84,43;73,79;100;0,01;100;462,898991294735;1,49253731343284;"Moderado"
97,65;100;24,3;53,8;4;3,3;39,8;24,8;5,81;3,23;0,07;16,58;2,21;199,56;40,69;55,24;87,25;47,4;40,41;93,32;85,71;100;0,03;72,5;1290,85134719803;0,396825396825397;"Moderado"
93,65;100;40,7;50,4;4,3;3,7;29,6;40,6;24,69;6,61;6,54;18,83;0,73;227,09;247,46;38,9;83,22;26,51;22,96;89;80,36;99,35;0,02;100;1673,6205522479;2,80112044817927;"Moderado"
100;100;22,7;37,2;6;3,8;36;39,1;19,32;5,76;0,5;28,3;1,33;207,69;127,76;14,64;60,03;47,9;9,31;85,8;66,87;100;0,07;100;1238,76469232542;1,86046511627907;"Moderado"
89,57;100;39,8;56,1;3,6;3;27,3;53,8;17,86;6,49;2,69;18,18;1,68;269,87;390,23;13,33;11,86;11,06;7,16;88,49;82,03;94,47;0;100;3090,59923541062;4,02384500745156;"Severo"
85,32;95,51;25,5;41,5;4,7;3,5;57,4;32,4;8,1;5,21;0,87;38,28;7,73;220,12;83,27;17,24;94,72;21,15;12,58;91,16;78,09;99,71;0,02;72,26;556,117290192113;1,81818181818182;"Moderado"
84,21;93,77;45,7;53,6;4,2;3,2;34;47,1;16,2;5,63;3,37;24,02;2,91;89,87;221,99;39,28;33,66;35,63;25,53;93,26;75,24;99;0,05;72,39;2011,15960667956;3,37361530715005;"Grave"
87,06;96,59;19,9;33,3;5,1;3,8;24,6;24,6;28,78;5,18;1,07;29,05;0,82;170,39;167,48;19,73;59,42;13,22;7,08;90,58;77,76;100;0;98,12;2466,68754131441;0,987306064880113;"Moderado"
95,01;100;38;48,6;3,6;2,9;37,2;27,4;11,98;4,77;0,28;24,25;5,49;306,38;79,37;32,94;67,95;33,04;21,39;93,48;85,03;100;0;100;2093,848042559;0,651465798045603;"Moderado"
86,49;100;38,8;41,5;4,2;3,2;42,2;41,4;30,61;6,56;0,44;42,34;10,86;199,92;104,5;19,96;12,99;15,75;6,25;86,61;74,21;99,08;0;75,58;634,987829399937;0;"Leve"
94,64;100;31,6;47,7;4,5;3,6;38,6;33,1;9,3;5,5;0,38;12;0,58;237,74;79,16;25,84;52,9;22,96;17,99;87,85;79,15;100;0,04;100;1048,01546008622;1,41843971631206;"Moderado"
90,23;100;29,4;32,7;4,3;3,6;39,8;48,1;15,75;6,51;1,02;16,86;1,66;169,16;71,91;18,15;80,88;61,09;14,04;90,42;77,15;100;0;100;906,666666666667;2,35294117647059;"Moderado"
93,09;100;40,4;64;4,3;2,8;56,7;37;10,27;7,1;3,41;26,46;1,51;202,08;153,75;19,88;46,22;20,87;5,83;93,85;88,98;100;0,01;96,94;939,505041246563;4,8780487804878;"Grave"
100;100;29,1;36,9;5,6;4;33,3;6,9;0;5,89;1,01;39,44;7,32;182,31;198,37;20,3;37,39;18,91;13,28;85,42;69,02;100;0,01;100;3141,99395770393;3,36538461538462;"Severo"
73,68;84,19;41;46,4;4,7;3,6;59,9;36,5;14,8;6,53;13,14;23,99;0,79;87,71;257,8;23,46;39,63;19,64;13,35;89,84;60,46;100;0,13;60,6;2970,02162205564;1,82485275658975;"Grave"
93,82;100;22,7;35,9;5,9;3,1;18,2;13,6;24;5,33;0,37;73,78;6,89;200,67;179,86;27,25;90,52;30,04;22,14;88,26;72,96;100;0,01;100;338,357428483544;3,03030303030303;"Moderado"
95,36;100;23,8;33,6;5,3;3,5;32,4;25,7;17,14;6,34;0,46;50,29;19,91;230,29;135,15;36,42;47,85;39,07;27,75;92,78;81,95;100;0,19;100;618,477000386548;1,25;"Moderado"
97,36;100;46,1;56,6;4;3,4;27,9;25;25,91;5,72;0,25;37,6;7,35;447,45;201,03;32,19;33,5;31,02;22,5;94,68;89,48;99,12;0,03;100;3729,0409121395;1,3189448441247;"Grave"
97,11;100;7,2;13,3;6,6;5,4;53,4;59,5;0;7,37;11,87;24,72;1,36;48,13;158,52;25,61;23,68;23,04;21,25;71,05;50,83;92,29;0,05;100;1430,79756339425;0,99009900990099;"Moderado"
87,79;89,43;15,4;31,2;7;4,6;74;73,3;12,3;6,95;12,88;29,16;0,47;25,64;315,21;7,08;5,66;5,3;2,97;73,62;39,5;95,98;0,05;100;321,883867688789;3,94736842105263;"Grave"
98,75;100;14,3;29,1;6,8;4,9;65,6;73,1;0;9,17;4,27;29,78;7,64;111,74;176,7;25,13;17,04;24,21;13,25;85,47;68,66;79,65;0,01;100;830,117235855239;0,87719298245614;"Leve"
100;80,83;10,3;42,3;6,4;3,7;74,6;66,7;0;8,36;4,99;16,99;0,44;225,95;89,21;16,27;14,33;15,71;8,99;81,66;72,49;96,45;0,01;100;1205,41205412054;2,04081632653061;"Moderado"
98,31;100;15;34,1;5,8;4,8;53,5;45,1;0;6,7;10,66;16,62;0,23;115,48;146,7;50,81;41,6;57,84;36,1;92,62;64,9;70,14;0,07;100;1010,30309092728;3,96039603960396;"Grave"
99,61;100;17,9;36,7;6,6;4,2;66,8;52,2;15,79;7,31;1,45;63,89;12,81;228,21;119,51;52,4;35,4;53,17;32,36;93,2;84,48;69,85;0,1;100;410,577592205985;1,69491525423729;"Moderado"
100;100;16,2;25,8;5,7;5,4;38,1;52,9;0;9,72;12,05;12,37;0;111,85;63,7;21,57;20,57;15,43;14,43;75,71;55,43;97,73;0,13;100;1117,5898931001;0;"Moderado"
100;100;12,8;47,1;7,6;4,7;70,8;66,2;68,18;7,21;8,58;21,53;0,42;81,07;83,84;14,84;9,71;9,21;4,97;69,92;46,09;99,26;0,03;100;2184,68468468468;3,09278350515464;"Grave"
93,48;97,32;11,2;34;6,1;3,9;71,9;58,4;19,69;7,67;4,77;64,63;19,61;216,69;343,44;25,81;23,41;24,69;20,5;87,35;76,61;87,96;0,02;100;1689,32838895756;2,4390243902439;"Moderado"
100;100;10,7;27;6,1;4,2;73,4;70,6;0;4,64;0,94;49,73;8,94;268,18;153,4;10,59;30,58;18,34;4,59;91,26;79,83;100;0,17;100;581,909251620507;0;"Leve"
92,43;100;11,2;20,4;6,2;4,7;65;62,7;0;8,6;7,85;53,52;6,16;130,48;203,21;18,56;14,52;19,46;12,85;80,86;62,74;97,67;0,02;100;1481,85601493524;1,83727034120735;"Moderado"
98,66;100;21,5;30,3;6,5;4,5;67,6;74,7;0;11,92;4,12;37,86;0,21;38,3;434,96;48,33;42,8;29,29;27,42;74,13;52,4;95,33;0,03;100;306,007408600419;15,7894736842105;"Grave"
100;100;7,9;14,6;6,3;5,2;59,4;66,7;0;5,58;9,32;23,17;2,41;28,84;71,07;23,84;11,65;10,72;5,73;84,66;50,65;99;0;0;1641,49704530532;8;"Grave"
75,06;76,97;20,1;38,2;5,9;4;58,5;61,5;19,66;8,81;15,88;27,28;1;59,72;255,43;7,2;4,84;3,76;1,96;78,01;53,77;85,22;0,03;86,04;1427,53582780349;3,125;"Moderado"
80,73;80,86;10,5;24,8;6,5;4,6;71,7;70,7;14,03;7,84;22,83;12,64;0,11;24,91;191,72;5,37;3,64;2,39;1,41;79,24;48,96;89,76;0,06;86,25;2495,38936354398;2,71493212669683;"Grave"
100;100;12;29,4;7,3;5;75,9;72,2;40,82;6,64;6,39;24,83;1,27;67,38;90,89;21,65;20,52;7,74;6,13;86,37;55,08;91,99;0,01;100;250,922509225092;5,88235294117647;"Grave"
90,94;98,23;23,3;33,5;4,7;4;55,1;70,4;12,24;6,56;7,74;36,83;4,29;165,49;433,97;21,67;16,57;19,98;13,3;86,94;74,88;95,55;0,04;100;2160,59721491123;1,21816168327796;"Moderado"
100;100;13,5;29,1;4,7;4;22,1;57,3;0;7,19;6,21;14,53;1,21;175,46;113,97;20,6;22,35;18,4;11,55;85,17;64,21;75,45;0,01;100;2568,19693945442;3,10880829015544;"Grave"
82,77;85,6;5,1;15,3;6,6;5,1;65,5;71,7;4,39;6,05;7,07;25,75;2,16;45,27;171,2;16,86;14,57;14,37;12,98;81,07;31,8;92,36;0,08;100;655,043837549128;3,07692307692308;"Moderado"
97,87;100;6,2;13,3;7;5,6;69,4;82,4;5,38;8,8;5,46;26,63;0,28;61,5;251,37;20,12;16,71;15,52;11,98;73,49;49,62;96,57;0;100;185,554257439351;7,40740740740741;"Grave"
100;100;14,8;30,7;6,5;4,3;58,8;64,4;45,05;10,01;2,92;31,99;1,33;172,95;175,32;55,69;48,32;55,43;40,1;86,16;67,33;89,73;0,03;100;632,85726503036;2,7027027027027;"Moderado"
100;100;11;22,6;7,1;4,6;64,1;76,6;0;9,76;1,05;14,89;0,97;174,47;90,37;44,28;37,63;40,12;32,36;85,41;71,65;100;0,01;100;3238,86639676113;0,735294117647059;"Grave"
99,53;100;6,3;19,3;6,2;3,9;62,1;41,7;32,05;8,59;11,53;31,39;2,37;103,43;121,95;29,22;26,92;24,13;21,07;83,39;65,89;72,03;0,03;100;461,568049233925;1,38888888888889;"Moderado"
100;100;7,7;36,7;5,1;3,9;51,2;60,9;50,85;9,26;4,25;17,58;0,98;204,21;202,82;76,1;38,77;56,93;32,67;90,14;74,35;67,91;0,03;100;1551,86496052273;1,75438596491228;"Moderado"
100;100;21,2;32,9;6,4;3,8;66;58,3;0;8,33;6,32;15,86;0,6;144,42;145,09;42,92;41,03;38,46;28,26;87,91;69,42;97,55;0,03;100;243,704305442729;8,33333333333333;"Grave"
81,38;82,1;7,8;20,5;7;5,1;62;71,9;11,83;8,16;18,13;21,42;1;16,87;142,84;27,97;19,77;6,84;5,59;66,01;37,26;95,91;0,01;33,87;1189,01390458409;3,30578512396694;"Grave"
100;100;9,5;33;5,9;4,6;52,7;50,7;25,64;6,86;0,71;48,79;4,29;293,12;202,64;46,79;59,75;38,69;29,68;86,4;78,36;100;0,02;100;2204,87393184935;0,956937799043062;"Moderado"
88,84;100;12,2;24,7;6,7;5;78,5;34,5;9,01;7,68;6,14;25,67;0,66;96,34;208,28;11,52;10,31;11,61;10,26;80,36;66,5;91,84;0,12;100;559,68657551771;0;"Leve"
100;100;12,5;34,2;7,2;4,2;52,2;51,1;19,42;5,15;0,68;25,26;0,2;253,95;180,54;46,83;38,8;48,28;33,61;90,58;74,37;99,88;0,01;100;210,748155953635;0;"Leve"
100;100;8,5;32,3;6,9;4,5;52,1;69,1;23,08;7,84;11,72;17,15;0,43;68,12;157,28;31,65;24,6;21,02;14,05;85,45;68,35;95,8;0,08;100;646,106133700896;2,66666666666667;"Moderado"
100;100;11,7;26,1;6,7;4,2;56,6;55,4;21,05;6,12;10,78;20,26;0,65;107,82;112,57;49,43;48,23;40,61;32,45;89,96;63,7;75,33;0,04;100;1224,44744215005;1,69491525423729;"Moderado"
100;100;11,7;44,1;6,5;4,3;65,8;61,1;222,22;12,62;4,33;25,42;0;86,15;28,55;36,12;30,43;27,76;23,75;70,9;51;99,7;0;100;781,25;0;"Leve"
100;100;8,9;21,5;6,1;4,2;58,5;50;0;5,49;19,05;35,86;3,53;119,87;66,54;13;1,45;16,96;0,4;63,89;41,92;93,89;0;100;211,148648648649;0;"Leve"
92,07;93,49;11,9;27,1;6;3,9;62,5;73,4;16,28;6,66;4,47;24,59;2,21;119,85;303,15;23,85;34,34;25,85;17,5;85,18;63,02;93,59;0,2;100;289,071491662429;1,85185185185185;"Moderado"
80,38;85,24;8,7;16,5;6,5;5,1;73,2;69,6;14,78;7,46;19,85;16,36;0,39;31,14;169,83;5,42;4,3;3,57;1,25;71,03;47,79;100;0,23;86,97;3761,76082421559;2,2181982797646;"Grave"
100;77,54;21,1;33,5;6,7;4,8;59,7;66,7;0;5,38;1,44;11,63;0,25;86,22;100,96;60,23;32,81;41,51;22,09;83,27;59,28;97,9;0,01;100;11,7041198501873;0;"Leve"
99,12;100;16,1;35,5;6;4,6;72,2;39,4;8;5,76;25,04;16,82;0,25;62,54;111,39;2,82;2,34;2,63;2,29;73,61;51,07;100;0,04;100;13212,2822556835;1,00558659217877;"Grave"
100;100;5;7,6;7,7;6,3;70,5;58,3;58,82;11,45;25,63;20,2;0;28,29;127,24;19,91;15,07;18,99;14,15;49,94;30,84;99,95;0,01;100;1214,01318071453;0;"Moderado"
98,65;100;4,8;26,6;7,4;5,5;83,1;84,3;10,64;5,78;49,76;15,84;1,16;19,51;80,82;10,95;5,65;5,82;1,65;80,28;43,96;99,01;0,02;100;855,935971542908;1,2987012987013;"Moderado"
82,58;92,1;9,7;29,8;6,8;5;72;66;9,25;7,25;34,59;15,94;0,16;36,74;155,03;2,4;1,52;1,34;0,6;76,24;54,91;95,82;0,11;87,93;2300,4708341724;1,54230929553981;"Moderado"
90,4;100;12,6;36,4;6,6;4,3;68,7;70,7;13,89;5,48;14,8;13,49;0;19,78;85,16;11,74;1,66;7,64;0,5;73,31;41,97;97,18;0,01;97,12;803,554547173379;2,35294117647059;"Moderado"
83,22;87,9;4,3;19,5;7;5,1;70,6;67;16,06;6,13;27,03;27,32;2,79;23,48;118,52;4,98;1,73;1,75;0,37;56,75;34,67;97,16;0,03;100;1308,68352967773;2,49520153550864;"Moderado"
94,27;90,86;8,3;20,5;6,6;5,9;68,5;54,2;12,9;7,56;27,69;27,52;0,66;22,28;158,84;10,87;9,78;6,52;5,76;67,79;37,91;98,44;0;100;160,470714094678;12,5;"Grave"
100;100;19;57;5,7;4,2;75,7;61,8;0;8,74;5,32;21,79;0;92,58;149,55;18,77;27,65;16,71;15,56;73,5;51,93;100;0,02;100;874,431619447359;8;"Grave"
100;100;7;17,3;7;5;49,3;45,4;0;4,24;0,65;20,87;0,65;161,35;112,81;60,14;50;61,59;48,16;80,22;68,39;98,05;0,02;100;19,2604006163328;0;"Leve"
90,39;99,82;6,8;16,3;5,5;4,6;68,5;60,8;28,71;5,87;2,2;29,49;3,7;195,76;337,29;35,65;55,31;34,87;29,24;82,22;72,15;87,13;0,26;100;668,749657402839;1,63934426229508;"Moderado"
100;100;10;26,6;6;4,9;60,8;52,3;31,5;7,15;13,38;23,14;2,24;39,54;134,99;7,4;3,1;3,91;2,65;62,93;38,22;92,19;0,01;97,98;1175,80393823488;1,80722891566265;"Moderado"
100;100;15,9;35,9;5,9;3,7;62,6;52,9;20,83;7,56;3,42;50,09;11,96;211,87;258,12;18,76;20,84;16,69;14,59;86,75;79,58;77,28;0,01;100;1206,22002615899;2,40963855421687;"Moderado"
100;100;13;19,8;5,1;5;62,8;74,7;0;8,36;3,19;14,18;0;136,01;121,64;35,08;93,83;21,58;18,92;81,17;61,1;91,66;0,07;100;776,428429225562;0;"Leve"
77,67;80,18;10,8;27,1;6,4;4,8;65,3;56,5;15,87;7,92;19,99;27,01;1,4;84,51;178,06;22,88;17,54;19,3;13,67;80,1;57,3;95,81;0,12;100;755,88920528087;3,42465753424658;"Grave"
100;100;10,5;18,6;6,5;4,7;76,7;71,3;26,67;8,2;5,17;17,28;0;95,91;110,47;21,79;36,99;17,1;11,29;75,49;52,82;84,73;0,04;100;844,615575704882;7,35294117647059;"Grave"
83,19;95,44;9;27,4;7;4,3;57,9;73,1;8,55;8,79;14,78;33,82;2,36;21,03;184,89;7,99;4,87;7;3,46;70,13;48,29;96,42;0,06;100;287,284536597552;1,44927536231884;"Moderado"
100;100;18,5;47;6,4;3,9;68,9;48,2;27,03;6,22;0,94;19,16;1,08;195,68;187,99;24,24;19,11;26,63;17,17;78,66;65,01;100;0,01;100;3972,71268057785;0,505050505050505;"Grave"
100;100;11,1;14,9;6,5;5,3;51,5;63,4;14,71;7,32;13,43;21,9;0,34;19,68;105,77;12,27;5,92;4,23;2,47;54,23;20,87;99,33;0;100;784,108729743858;2,22222222222222;"Moderado"
90,36;89,23;16,2;32,9;6,3;4,8;74,4;59,4;18,87;4,94;32,49;18,43;0,41;56,37;100,04;19,72;7,26;3,59;1,66;83,61;59,54;80,46;0,06;100;2377,37737737738;0,789473684210526;"Moderado"
100;100;15,3;29,3;5,6;4,7;46,9;65,2;76,92;8,85;2,87;29,91;0,84;154,15;101,58;10,55;4,18;7,03;3,59;78,28;65,02;94,51;0;100;1150,84985835694;4,61538461538462;"Grave"
81,24;83,76;11,2;28,8;6,7;4,8;73,5;77,1;10,22;7,64;23,06;22,14;0,87;39,42;149,72;14,04;7,04;7,67;3,25;80,76;51,45;83,73;0,06;65,44;783,530496235981;1,77404295051354;"Moderado"
100;100;16,1;41,6;6,1;3,7;42,4;47,6;19,23;8,53;7,27;16,8;0,34;177,92;199,74;51,41;40,65;34,53;25,77;86,12;70,33;100;0,02;100;1564,7226173542;0;"Moderado"
92,07;96,31;10,4;27,8;6,8;5;74,7;71,9;16,81;6,99;14,62;26,45;0,82;135,54;115,32;4,5;2,3;2,73;1,09;80,24;60,19;85,6;0,02;100;909,8745330907;1,05263157894737;"Leve"
90,99;100;13,4;34,6;6,1;3,9;65,2;62;8,4;6,62;15,97;17,72;0,51;80,78;108,63;14,37;7,5;5,55;1,61;77,9;53,83;83,77;0,01;100;825,652841781874;1,16279069767442;"Moderado"
100;100;27,1;57,1;5,6;3,5;69,2;57,1;0;9,42;6,51;18,11;0;65,42;120,57;39,9;40,4;16,46;9,39;72,15;53,62;74,98;0,02;100;628,033114473309;9,09090909090909;"Grave"
73,34;80,56;12,4;34;6,4;4,5;81,4;75,2;9,99;6,25;47,26;18,68;0,67;25,08;126,96;2,4;3,99;0,83;0,13;76,09;49,47;94,43;0,03;100;1915,33064901494;3,08860340511802;"Grave"
100;100;13,8;26,3;5,8;4,2;79,9;54,5;13,16;5,81;13,32;19,22;0,44;145,14;151,35;19,81;14,15;14,06;8,64;84,07;68,44;99,7;0,01;100;2771,61862527716;1,37931034482759;"Moderado"
96,46;100;20,6;26,4;6,3;3,7;26,9;67,6;9,17;7,01;12,29;27,78;0,92;52,94;122,99;59,76;60,76;47,69;39,69;81,83;49,23;97,37;0,03;100;1211,5801555924;3,15789473684211;"Moderado"
100;100;7,2;22,2;6,5;5;50,1;67,4;11,9;5,18;1,08;39,6;1,33;133,41;90,11;63,68;44,17;71,05;35,6;76,89;60,18;88,48;0,02;100;48,5436893203883;0;"Leve"
100;100;35,8;23,1;5,9;3,5;41,1;45,2;12,05;7,05;1,09;65,34;24,52;294,3;137,04;36,71;50,11;39,19;30,95;92,66;77,58;97,15;0,01;100;1688,75587858059;0;"Moderado"
100;100;9,9;28,5;5,9;4,6;48,2;55,4;17,86;5,08;0,83;14,29;0;330,28;75,43;21,75;53,71;21,82;12,27;86,69;77,55;100;0,02;100;169,491525423729;0;"Leve"
90,5;96,05;11,3;28,2;6,1;4,9;68,7;71,5;8,45;5,07;34,48;12,48;0,38;56,48;103,82;3,04;7,63;0,89;0,26;83,25;62,74;89,89;0,08;91,86;1706,67640572544;3,19615912208505;"Moderado"
78,25;80,33;26,1;40,5;6,3;3,8;76,9;65,6;13,61;9,9;18,88;39,35;0,86;62,03;278,6;6,65;3,31;4,55;1,97;79,44;58,03;88,46;0;100;474,389824682021;1,44927536231884;"Moderado"
87,72;89,74;7,6;23,4;6,5;4,9;76,9;66,9;14,98;7,16;9,91;18,92;0,69;30,36;220,1;6,58;5,04;5,17;3,83;77,94;36,92;100;0,04;100;962,250185048112;4,61538461538462;"Grave"
92,2;90,22;7,1;22,4;6,4;4,3;74,3;80,6;16,92;6,08;7,35;26,38;0,93;136,6;192,19;25,4;25,29;24,85;15,57;88,89;71,96;99,6;0,13;89,8;898,979429118163;1,55210643015521;"Moderado"
87,97;90,62;9;19,2;6,7;4,6;77,3;68,3;10,45;6,65;21,78;19,6;0,74;30,83;144,66;6,14;3,06;4,37;1,51;68,82;38,84;94,93;0,05;100;1494,74441469166;2,40641711229947;"Moderado"
100;100;19,9;32,9;6,3;4,8;81,5;79,7;14,49;12,49;12,12;27,62;0,41;82,1;264,21;14,25;9,94;11,73;8,3;75,62;46,53;89,89;0,02;100;210,716435881999;0;"Leve"
100;100;4,3;7,3;7;5,2;98,9;69,2;0;4,76;2,86;20,62;0,93;58,67;115,04;13,08;0,8;6,76;0,53;67,26;55,78;100;0,01;100;2331,66785629312;1,02040816326531;"Moderado"
100;100;9,8;18,3;6,5;4,3;66,5;66,8;0;8,8;4,54;24,35;4,49;188,76;191,74;30,51;25,47;28,69;21,45;84,42;70,48;93,06;0,07;100;879,746426030144;3,67647058823529;"Grave"
94,44;100;13,5;34,7;6,3;4,8;68,5;69,2;6,9;6,96;2,8;11,74;0;94,38;65,41;35,27;32,77;11,76;10,56;89,6;67,19;95,49;0;100;835,266821345708;5,55555555555556;"Grave"
96,85;100;8,9;18,1;7;5,2;69,7;90,7;16,76;8,15;9,51;28,36;0,53;26,73;183,41;7,32;9,02;7,62;4,53;71,78;34,3;95,11;0,02;100;228,960741609426;2,4390243902439;"Moderado"
100;100;17,9;44,3;5,7;4,6;57,4;50,9;19,61;8,55;4,5;11,76;0;84,55;165,36;30,8;48,78;31,97;23,1;84,65;67,42;91,4;0,04;100;997,150997150997;2,85714285714286;"Moderado"
98,98;100;7,1;14,8;6,3;4,8;80,9;75;16,13;8,33;2,06;10,26;0,83;62,96;465,99;27,79;28,44;25,16;23;69,31;43,76;94,93;0,08;100;2602,35947258848;4;"Grave"
100;100;13,8;37,8;5,3;4;44,1;61;7,46;4,66;0,32;14,53;1,72;328,73;121,69;60,9;88,69;62,16;52,08;92,84;71,15;100;0,08;100;54,7895169390923;0;"Leve"
90,38;89,37;13,6;25,7;7;5,3;74,9;68,8;16,04;7,4;11,02;12,25;0;39,32;175,5;21,42;9,29;9,41;5,19;80,69;56,8;83,94;0;100;1988,97927053267;4,48548812664908;"Grave"
94,61;100;7,1;20,7;6,7;5;69,2;70,5;47,3;8,09;14,55;30,44;0,44;46,44;183,54;18,86;16,39;10,9;10,24;68,68;38,76;95,01;0,01;100;646,129748074664;1,01010101010101;"Leve"
100;100;13,1;26,4;6,2;4,5;64,1;65,8;17,86;5,81;0,72;25,09;1,88;241,92;120,46;45,35;70,93;42,71;37,2;93,51;81,84;89,89;0,01;100;45,8715596330275;0;"Leve"
97,64;100;9,6;37,9;6,4;4,4;72,5;68,8;13,7;6,46;20,38;14,36;0,56;156,77;168,7;16,42;86,61;11,81;10,12;84,65;70,06;89,37;0,09;100;2080,09934802856;0,298507462686567;"Moderado"
95,43;97,22;6,7;20,1;6,5;4,1;75,7;82,7;8,87;7,45;2,97;18,9;0,44;132,15;297,71;45,29;47,77;45,11;39,34;86,21;70,3;84,71;0;100;607,967737993401;2,51256281407035;"Moderado"
100;100;14,4;20,2;7;5;77,1;63,9;0;9,23;10,92;22,66;2,18;139,15;84,98;40,08;41,83;41,83;35,38;87,37;73,69;98,58;0,01;100;175,824175824176;12,5;"Grave"
100;100;21;32,6;5,2;4,7;70,2;52,4;0;6;8,12;18,86;2,37;131,98;113,42;60,81;56,6;60,23;46,73;79,73;64,64;100;0,05;100;339,796122326604;11,7647058823529;"Grave"
92,78;95,02;14,7;20,3;6,7;5,1;66,2;61,1;23,81;7,25;18,92;33,02;0;47,16;150,21;31,84;16,55;6,56;3,42;72,9;38,85;100;0;100;1826,85203841762;1,10294117647059;"Moderado"
89,21;91,44;23,9;35,1;6,4;5,3;58,9;62,8;6,85;5,61;28,15;22,72;0,47;51,4;117,89;49,23;47,87;2,48;1,94;76,21;52,37;79,27;0,3;100;3126,36698144765;1,23456790123457;"Grave"
99,06;100;7,7;25,1;6,4;5,4;84,9;83,3;10,99;10,06;3,77;36,06;1,27;19,54;155,82;35,27;32,3;9,19;8,25;54,88;22,47;95,59;0;94,01;729,991987892816;6,09756097560976;"Grave"
95,2;100;11,6;34,3;6,4;4,3;84,2;65,2;8,85;8,12;2,95;13,53;0,41;98,11;334,15;21,38;25,98;17,88;16,22;81,88;62,91;81,18;0,17;100;858,976779309043;3,2967032967033;"Grave"
100;100;6,6;20,3;6,7;4,7;46,2;61,7;0;5,79;5,38;8,63;0;140,46;45,89;47,36;37,15;27,7;16,94;88,64;69,87;81,57;0;100;1664,25470332851;1,44927536231884;"Moderado"
92,62;96,41;12;28,9;5,8;4,4;66,1;58,3;8;5,35;4,39;32,34;2,63;165,79;319,75;29,02;24,95;21,44;9,33;78,85;63,12;87,58;0,23;100;1644,45704564786;0,738916256157635;"Moderado"
99,86;100;13,1;33;5,6;3,3;67,1;59,6;10,78;5,51;4,65;11,84;0,36;141,2;172,02;12,7;89,15;15,12;9,15;84,85;69,46;100;0,46;100;1079,93647432504;2,28758169934641;"Moderado"
100;100;14,9;32,1;6,1;4,1;77,2;57,3;0;5,76;0,98;31,87;0,68;113,26;125,21;18,1;98,01;15,23;13,44;87,77;66,02;100;0,05;99,87;677,233429394813;4,25531914893617;"Grave"
98,85;100;7,6;32,7;6,7;4,8;72,5;53,8;12,2;6,7;6,46;31,78;0,28;67,83;128,92;31,37;21,27;5,17;3,42;76,72;49,96;99,44;0,01;94,85;348,918353105373;2;"Moderado"
100;100;12;50;6,8;5,1;50,3;58,3;25,64;8,36;20,73;18,34;0,52;58,63;168,41;1,83;1,41;1,65;0,59;55,22;37,18;97,71;0,01;100;1347,70889487871;2;"Moderado"
98,08;100;8;12,6;7,2;5,4;73,3;70,5;17,54;5,32;19,31;14,25;0,24;34,93;103,93;22,61;18,25;3,74;3,02;74,26;43,84;96,97;0,01;100;1854,71406491499;1,38888888888889;"Moderado"
100;100;10,5;65,5;6,4;5,7;45,9;41,7;41,67;5,57;6,61;25,81;5,26;65,28;105,93;9,25;1,56;7,97;1,56;65,43;54,34;100;0,01;100;706,057227796358;0;"Leve"
