IBGE;População;Cobertura AB
260030;24702;100,00
260040;36454;100,00
260050;43195;100,00
260060;14554;100,00
260070;38375;100,00
260080;22959;100,00
260090;22788;100,00
260100;11072;100,00
260105;20312;100,00
260110;83964;37,87
260120;73844;100,00
260130;14257;100,00
260140;42552;89,18
260150;12023;100,00
260160;20728;100,00
260170;76185;72,46
260180;12671;100,00
260190;60714;100,00
260200;37909;100,00
260210;48336;100,00
260220;39132;96,98
260230;38152;90,43
260240;8999;100,00
260250;7486;100,00
260260;50249;68,66
260270;13119;100,00
260280;57825;71,60
260290;205112;83,81
260300;33934;71,17
260310;20258;100,00
260320;28570;100,00
260330;11089;100,00
260340;5753;100,00
260345;156736;100,00
260350;18627;100,00
260360;8530;100,00
260370;24835;100,00
260380;20048;100,00
260390;19491;100,00
260392;12836;53,76
260400;82872;87,42
260410;356872;78,10
260415;14313;100,00
260420;42434;81,30
260430;11722;100,00
260440;13428;100,00
260450;21579;100,00
260460;26249;78,86
260470;18144;100,00
260480;12596;100,00
260490;11635;100,00
260500;24041;100,00
260510;36841;100,00
260515;18734;100,00
260520;68448;80,65
260530;31885;100,00
260540;22013;100,00
260545;3021;100,00
260550;14365;100,00
260560;22631;100,00
260570;32556;84,78
260580;15366;100,00
260590;30780;89,67
260600;138983;89,36
260610;30504;90,48
260620;79455;100,00
260630;7435;100,00
260640;83437;86,83
260650;19152;100,00
260660;29055;100,00
260670;7756;100,00
260680;115640;93,42
260690;12209;100,00
260760;25836;100,00
260700;22840;90,63
260710;4554;100,00
260720;94709;82,86
260730;30512;100,00
260740;4869;70,86
260750;26390;100,00
260765;36422;100,00
260770;13680;100,00
260775;26397;100,00
260780;16903;100,00
260790;697636;62,25
260795;11668;100,00
260800;17070;100,00
260805;14740;100,00
260810;33563;100,00
260820;16036;100,00
260825;11361;100,00
260830;14747;100,00
260840;15323;100,00
260850;21397;100,00
260845;17886;100,00
260860;13065;100,00
260870;16262;84,86
260875;25349;100,00
260880;39982;94,92
260890;56302;100,00
260900;25278;100,00
260910;15851;100,00
260915;21085;100,00
260920;11473;90,21
260930;15308;45,07
261430;11270;100,00
260940;62263;83,12
260950;32366;100,00
260960;391835;44,02
260970;23833;100,00
260980;14827;100,00
260990;68939;100,00
261000;62994;98,58
261010;7789;100,00
261020;26492;100,00
261030;11478;100,00
261040;21914;100,00
261050;28972;100,00
261060;56074;100,00
261070;329117;46,82
261080;22566;100,00
261090;67047;98,57
261100;36187;85,80
261110;343865;91,61
261120;11299;100,00
261130;27033;100,00
261140;14831;93,05
261150;25896;100,00
261153;6822;100,00
261160;1637834;64,02
261170;20443;100,00
261180;47209;87,70
261190;23440;100,00
261200;10103;100,00
261210;10768;96,12
261220;60604;96,78
261230;15823;100,00
261240;26026;100,00
261245;15236;100,00
261247;12531;100,00
261250;105936;58,62
261255;14390;47,95
261260;41759;82,62
261270;14048;100,00
261280;11764;100,00
261290;15717;65,85
261300;58956;70,22
261310;37119;92,94
261320;22686;100,00
261330;21314;100,00
261340;21004;100,00
261350;33895;91,61
261360;33789;100,00
261370;112362;84,50
261380;17950;100,00
261390;85774;92,51
261400;19133;100,00
261410;35761;96,47
261420;45359;83,67
261440;5993;100,00
261450;64520;100,00
261460;28371;100,00
261470;12890;100,00
261480;25417;95,02
261485;23149;100,00
261500;28416;84,99
261510;7139;100,00
261520;9983;100,00
261530;50956;100,00
261540;44254;38,98
261550;13724;100,00
261560;30222;100,00
261570;15265;100,00
261580;27052;76,52
261590;8192;100,00
261600;18298;100,00
261610;9514;100,00
261618;7666;100,00
261620;20503;67,31
261630;32513;100,00
261640;137915;94,41
261650;14691;100,00
220005;7065;100,00
220010;5148;100,00
220020;17349;100,00
220025;7636;100,00
220027;4912;100,00
220030;14268;100,00
220040;40440;100,00
220045;5392;100,00
220050;17592;100,00
220060;6792;100,00
220070;9818;100,00
220080;3158;100,00
220090;5844;100,00
220095;2551;100,00
220100;4735;100,00
220105;7828;100,00
220110;11252;100,00
220115;11497;100,00
220117;3950;100,00
220120;46941;100,00
220130;3344;100,00
220140;7038;100,00
220150;26806;100,00
220155;3999;100,00
220157;3544;100,00
220160;10462;100,00
220170;5495;100,00
220173;6200;100,00
220177;6744;100,00
220180;4496;100,00
220190;24960;100,00
220191;5608;100,00
220192;5654;100,00
220194;6388;100,00
220196;8310;100,00
220198;3902;100,00
220200;19754;100,00
220202;8223;100,00
220205;10540;100,00
220207;3544;100,00
220208;7608;100,00
220209;5770;100,00
220210;5603;100,00
220211;5019;100,00
220213;5919;100,00
220217;7245;100,00
220220;46770;100,00
220225;3957;100,00
220230;21112;100,00
220240;11388;100,00
220245;4086;100,00
220250;10866;100,00
220253;5845;100,00
220255;5049;100,00
220260;19715;100,00
220265;5395;100,00
220270;27725;100,00
220271;4881;100,00
220272;6140;100,00
220273;4007;86,10
220275;6451;100,00
220277;7651;100,00
220280;4798;100,00
220285;4678;100,00
220290;26575;100,00
220300;8264;100,00
220310;10401;100,00
220320;11348;100,00
220323;4939;100,00
220327;5316;100,00
220325;4425;100,00
220330;13793;100,00
220335;6992;100,00
220340;6884;100,00
220345;9546;100,00
220342;4356;100,00
220350;14630;100,00
220360;4900;100,00
220370;39621;100,00
220375;5295;100,00
220380;4464;100,00
220385;2556;100,00
220390;59840;100,00
220400;5349;100,00
220410;4373;100,00
220415;3166;100,00
220420;9262;100,00
220430;11590;100,00
220435;5424;100,00
220440;10686;100,00
220450;10500;100,00
220455;4556;100,00
220460;3875;100,00
220465;9394;100,00
220470;15296;100,00
220480;9782;100,00
220490;8551;100,00
220500;11507;100,00
220510;11010;100,00
220515;5753;100,00
220520;19035;100,00
220525;4494;100,00
220527;4855;100,00
220530;4457;100,00
220535;3010;100,00
220540;14332;100,00
220545;5419;100,00
220550;39072;100,00
220551;5472;100,00
220552;5614;100,00
220553;4748;100,00
220555;8504;100,00
220557;6738;100,00
220556;4653;100,00
220558;4052;100,00
220559;5154;100,00
220554;2831;100,00
220560;5307;100,00
220570;30177;100,00
220580;25467;100,00
220585;8276;100,00
220590;5348;100,00
220595;8439;100,00
220600;4550;100,00
220605;6434;100,00
220610;10913;100,00
220620;33684;100,00
220630;1250;100,00
220635;6617;100,00
220640;10565;100,00
220650;7729;100,00
220660;10611;100,00
220665;4533;100,00
220667;6781;100,00
220669;9105;100,00
220670;7356;100,00
220672;8536;100,00
220675;4847;100,00
220680;8661;100,00
220795;4365;100,00
220690;6575;100,00
220695;2979;100,00
220700;36971;100,00
220710;2449;100,00
220720;6862;100,00
220730;4132;100,00
220735;3375;100,00
220740;5051;100,00
220750;14488;100,00
220755;3953;100,00
220760;10762;100,00
220770;152653;100,00
220775;4302;100,00
220777;6377;100,00
220779;4023;100,00
220780;20490;100,00
220785;3685;100,00
220790;38704;100,00
220793;2529;100,00
220800;78002;100,00
220810;12115;100,00
220820;18389;100,00
220830;28703;100,00
220840;63694;100,00
220850;12526;100,00
220855;2700;100,00
220860;3153;100,00
220865;8966;100,00
220870;8758;100,00
220880;17978;100,00
220885;4316;100,00
220887;4464;100,00
220890;7305;100,00
220900;6431;100,00
220910;6232;100,00
220915;4004;100,00
220920;6252;100,00
220930;5836;100,00
220937;5258;100,00
220935;4625;100,00
220940;6388;100,00
220945;2155;100,00
220950;3785;100,00
220955;4444;100,00
220960;2954;100,00
220965;5731;100,00
220970;6425;100,00
220975;3025;100,00
220980;4999;100,00
220985;4602;100,00
220987;6019;100,00
220990;6157;100,00
220995;4832;100,00
220997;7937;100,00
221000;20537;100,00
221005;5338;100,00
221010;3750;100,00
221020;6710;100,00
221030;6353;100,00
221035;4568;100,00
221037;2642;100,00
221038;2449;100,00
221039;3040;100,00
221040;17686;100,00
221050;14255;100,00
221060;34535;100,00
221062;3488;100,00
221063;4286;100,00
221065;10024;100,00
221070;14615;100,00
221080;12663;100,00
221090;4576;100,00
221093;6692;100,00
221095;2908;100,00
221097;2756;100,00
221100;861442;100,00
221110;44396;100,00
221120;21457;100,00
221130;20906;100,00
221135;4956;100,00
221140;4397;100,00
221150;3075;100,00
221160;2990;100,00
221170;4454;100,00
410010;7507;85,92
410020;5983;100,00
410030;9269;100,00
410040;117168;47,11
410045;2209;100,00
412862;2799;0,00
410060;14679;94,01
410070;9896;100,00
410050;21933;100,00
410080;11306;100,00
410090;6181;100,00
410100;18989;100,00
410105;2816;100,00
410110;20139;60,81
410115;2927;100,00
410120;19011;100,00
410130;7441;92,73
410140;133726;94,33
410150;121198;85,40
410160;27925;69,19
410165;3128;100,00
410170;13939;100,00
410180;141410;45,72
410185;2151;96,23
410190;15289;90,26
410200;33397;90,55
410210;26011;100,00
410220;3902;100,00
410230;12787;100,00
410240;31526;70,63
410250;11714;100,00
410270;2781;100,00
410260;10238;100,00
410275;3567;100,00
410280;15395;100,00
410290;16377;100,00
410300;4165;100,00
410302;2538;100,00
410304;6411;100,00
410305;7643;90,28
410310;12755;81,14
410315;3577;100,00
410320;6995;100,00
410322;3274;94,38
410330;6749;100,00
410335;5473;100,00
410337;2719;100,00
410340;2914;100,00
410345;17775;100,00
410347;4080;100,00
410350;8533;100,00
410360;25252;93,85
410370;105704;92,44
410380;7813;100,00
410390;14366;100,00
410395;3917;88,08
410400;42880;66,81
410405;3905;100,00
410410;7894;100,00
410420;130091;74,26
410425;28885;100,00
410430;94212;76,90
410440;15233;100,00
410442;15903;100,00
410445;13306;100,00
410450;19099;100,00
410460;15724;100,00
410465;22993;54,15
410470;14283;72,46
410480;324476;76,83
410490;71151;100,00
410500;10213;54,64
410510;10891;95,03
410520;17725;77,86
410530;11709;100,00
410540;19343;100,00
410550;81393;72,06
410560;12503;95,20
410570;16671;100,00
410580;240840;81,29
410590;23879;100,00
410600;8777;100,00
410610;3843;89,77
410620;18326;75,30
410630;17024;100,00
410640;47847;48,91
410645;7475;100,00
410650;20892;100,00
410655;3313;100,00
410680;18675;92,37
410657;4264;100,00
410660;20917;100,00
410670;4489;100,00
410685;2980;100,00
410690;1917185;47,93
410700;15003;100,00
410715;5239;100,00
410710;5146;100,00
410712;3454;100,00
410720;40234;64,12
410725;8621;100,00
410730;5976;100,00
412863;5609;100,00
410740;5990;100,00
410750;14020;100,00
410753;4481;76,99
410752;1732;100,00
410754;4188;100,00
410755;3139;100,00
410760;17185;100,00
410765;98368;63,13
410770;4777;100,00
410773;5690;100,00
410775;7845;100,00
410785;4645;100,00
410780;4953;100,00
410790;6695;100,00
410800;10646;100,00
410810;2679;100,00
410820;6700;100,00
410830;258823;80,21
410845;4745;100,00
410832;6101;100,00
410840;89942;100,00
410850;13735;50,24
410855;2996;100,00
410860;28962;83,39
410865;7170;100,00
410870;5742;100,00
410880;32923;92,94
410890;6553;100,00
410895;8664;100,00
410900;3820;100,00
410910;2246;100,00
410920;5473;100,00
410930;12733;100,00
410940;180334;79,62
410950;7679;100,00
410960;36595;100,00
410965;5305;100,00
410970;31142;100,00
410975;6334;54,47
410980;53970;95,40
410990;8025;100,00
411000;4366;79,02
411005;2258;100,00
411007;12936;80,01
411010;32179;95,19
411020;11129;100,00
411030;3103;100,00
411040;4449;100,00
411050;15092;100,00
411060;14073;100,00
411065;2325;100,00
411070;60357;48,46
411080;10241;100,00
411090;4487;76,89
411095;10961;100,00
411100;6616;100,00
411110;6107;100,00
411120;11831;100,00
411125;28187;61,20
411130;2951;100,00
411140;13791;100,00
411150;32035;99,55
411155;8128;100,00
411160;3238;100,00
411170;5244;100,00
411180;39435;73,49
411190;13494;100,00
411200;34683;67,30
411210;21122;98,00
411220;5400;100,00
411230;4995;100,00
411240;9349;100,00
411250;11465;100,00
411260;1343;100,00
411270;12536;100,00
411275;8495;40,61
411280;11803;87,69
411290;3315;100,00
411295;7391;100,00
411300;6983;100,00
411310;4154;100,00
411320;47909;77,33
411325;5921;100,00
411330;32006;100,00
411340;3984;100,00
411342;3391;100,00
411345;4762;100,00
411350;22927;60,19
411360;4755;72,56
411370;563943;56,76
411373;7285;100,00
411375;4845;100,00
411380;4894;70,49
411390;13595;100,00
411400;13252;100,00
411410;22531;99,86
411420;34281;100,00
411430;26411;89,74
411435;2639;100,00
411440;16787;100,00
411450;13494;100,00
411460;52379;100,00
411470;5720;100,00
411480;35180;98,07
411490;8858;100,00
411500;7067;100,00
411510;10354;99,96
411520;417010;83,21
411530;6586;100,00
411535;5624;100,00
411540;14346;100,00
411545;4472;100,00
411550;4681;100,00
411560;17775;97,05
411570;34207;80,69
411573;3340;100,00
411575;10397;99,55
411580;45812;71,05
411585;5493;100,00
411590;2231;0,00
411600;1816;100,00
411605;10700;100,00
411610;12201;84,83
411620;16366;100,00
411630;3958;100,00
411640;4008;0,00
411650;1534;100,00
411660;3456;99,83
411670;10650;97,18
411680;5550;0,00
411690;27821;86,80
411695;5063;100,00
411700;8170;84,46
411705;11603;100,00
411710;13225;100,00
411720;5785;100,00
411725;10552;100,00
411721;4220;81,75
411722;8171;100,00
411727;5856;100,00
411729;2848;100,00
411730;22327;64,23
411740;3430;100,00
411745;5975;100,00
411750;40777;88,06
411760;50198;64,84
411770;33757;100,00
411780;13389;100,00
411790;31564;100,00
411800;13631;100,00
411810;11361;93,21
411820;153666;50,56
411830;3164;100,00
411840;87813;100,00
411845;5535;100,00
411850;81893;93,41
411860;5837;100,00
411870;7321;94,25
411880;13985;100,00
411885;6092;100,00
411890;11144;92,88
411900;6407;100,00
411910;12606;100,00
411915;130789;86,61
411925;2725;100,00
411920;6327;100,00
411930;32219;96,46
411940;25291;68,21
411950;111052;82,07
411960;30635;100,00
411965;3185;100,00
411970;4254;100,00
411980;13528;100,00
411990;348043;76,41
411995;26636;51,81
412000;13084;100,00
412010;4821;71,56
412015;3292;100,00
412020;2561;100,00
412030;4068;84,81
412033;3726;92,59
412035;5221;100,00
412040;5260;65,59
412050;11114;100,00
412060;51961;90,11
412065;4560;100,00
412070;7420;100,00
412080;23199;100,00
412085;4000;75,00
412090;33788;83,91
412100;12180;100,00
412110;4640;100,00
412120;18873;100,00
412125;4426;100,00
412130;3832;90,03
412135;2682;77,18
412140;16894;99,44
412150;14851;92,92
412160;6818;100,00
412170;26602;100,00
412175;7950;100,00
412180;10693;64,53
412190;13112;100,00
412200;15134;91,19
412210;3225;100,00
412215;13283;100,00
412217;4083;100,00
412220;32273;64,14
412230;33922;80,04
412240;65757;78,70
412250;10058;100,00
412260;9534;100,00
412265;4886;100,00
412270;6760;61,24
412280;3679;100,00
412290;4973;100,00
412300;14695;93,91
412310;3385;100,00
412320;3376;100,00
412330;7849;100,00
412340;11885;99,96
412350;26206;94,44
412360;1624;100,00
412370;8603;100,00
412380;14521;95,03
412382;3834;100,00
412385;9824;100,00
412390;11829;87,50
412395;3944;100,00
412402;10182;100,00
412405;23224;100,00
412400;5031;100,00
412410;45728;82,99
412420;2656;100,00
412430;2144;100,00
412440;20069;100,00
412450;5431;100,00
412460;6834;100,00
412470;11213;30,77
412480;10303;100,00
412490;5874;49,92
412500;10386;100,00
412510;14996;92,02
412520;9074;100,00
412530;5559;62,06
412535;5698;100,00
412540;6254;100,00
412545;3682;93,70
412550;317476;54,69
412555;2158;100,00
412560;45806;64,84
412570;27325;100,00
412575;5976;57,73
412580;10915;97,02
412590;2338;100,00
412600;8847;100,00
412610;5693;100,00
412620;6751;100,00
412625;95543;47,82
412627;5459;100,00
412630;19267;71,63
412635;4513;100,00
412640;5355;100,00
412650;16323;100,00
412660;20778;83,02
412665;3033;100,00
412667;14548;94,86
412670;5080;100,00
412680;16062;100,00
412690;5584;61,78
412700;12163;100,00
412710;78135;83,13
412720;16984;100,00
412730;16652;100,00
412740;17439;100,00
412750;20436;67,53
412760;16646;100,00
412770;138572;68,80
412780;8032;100,00
412785;12043;85,94
412788;8509;81,09
412790;8599;100,00
412795;8128;84,89
412796;13340;100,00
412800;21119;100,00
412810;110590;84,23
412820;57111;73,07
412830;2595;100,00
412840;11356;100,00
412853;11703;100,00
412855;8590;100,00
412860;7342;100,00
412865;4023;85,76
412870;6817;100,00
412850;19444;100,00
412880;5728;100,00
330010;200407;85,55
330015;11612;100,00
330020;130439;42,32
330022;12471;100,00
330023;33240;100,00
330025;30096;91,71
330030;99969;43,21
330040;183976;85,98
330045;508614;36,51
330050;27269;88,56
330060;36985;100,00
330070;222528;74,39
330080;58560;85,86
330090;15496;100,00
330100;503424;48,94
330110;20177;100,00
330093;16039;86,04
330115;12826;100,00
330120;18755;100,00
330130;43295;100,00
330095;8544;100,00
330140;23064;70,89
330150;21806;94,93
330160;11454;30,12
330170;914383;40,76
330180;13929;100,00
330185;59613;52,99
330187;27762;100,00
330190;238695;70,40
330200;125913;43,36
330205;15113;91,31
330210;23247;89,04
330220;102626;77,49
330225;31537;96,08
330227;103960;39,82
330230;7386;0,00
330240;251631;58,18
330245;5574;100,00
330250;243657;63,72
330260;43689;100,00
330270;157789;94,49
330280;18578;100,00
330285;175620;77,85
330290;25493;100,00
330300;27195;100,00
330310;15324;100,00
330320;162269;100,00
330330;511786;75,28
330340;190084;47,95
330350;818875;68,11
330360;51815;77,29
330370;44045;100,00
330380;42630;80,93
330385;27678;100,00
330390;305687;66,34
330395;24941;100,00
330400;28999;100,00
330410;18730;100,00
330411;19381;100,00
330412;14165;100,00
330414;149265;34,97
330415;24246;100,00
330420;130334;94,05
330430;59814;100,00
330440;18451;100,00
330450;9222;100,00
330452;145989;48,35
330455;6688927;50,50
330460;10417;94,39
330470;42359;8,14
330480;38626;100,00
330475;42201;88,51
330490;1077687;74,82
330500;36138;100,00
330510;471888;61,30
330513;7134;100,00
330515;21670;100,00
330520;102846;59,39
330530;9326;100,00
330540;18205;100,00
330550;87704;47,20
330555;86743;91,30
330560;21773;100,00
330570;15577;100,00
330575;33870;100,00
330580;180886;43,20
330590;10611;100,00
330600;81453;100,00
330610;76163;91,38
330615;10890;100,00
330620;36702;100,00
330630;271998;100,00
240010;11152;100,00
240020;57644;100,00
240030;11041;100,00
240040;3230;100,00
240050;13602;100,00
240060;4761;100,00
240070;14326;100,00
240080;11724;100,00
240090;7137;100,00
240100;35814;100,00
240110;27162;100,00
240120;14192;100,00
240130;9638;100,00
240140;9218;100,00
240145;27994;100,00
240150;4002;100,00
240160;5469;100,00
240165;2250;100,00
240170;10152;100,00
240180;12609;100,00
240185;6537;100,00
240190;3652;100,00
240200;67554;100,00
240210;11142;100,00
240220;33999;100,00
240230;20443;100,00
240240;8119;84,99
240250;10651;100,00
240260;73099;94,39
240270;11178;100,00
240280;5508;100,00
240290;4908;70,29
240300;8014;100,00
240310;44664;100,00
240320;7080;100,00
240330;5608;100,00
240340;6036;100,00
240350;10527;100,00
240360;28222;100,00
240370;5972;100,00
240375;3039;100,00
240380;9121;100,00
240390;2836;100,00
240400;4095;100,00
240410;2726;100,00
240420;25980;100,00
240430;12997;100,00
240440;10302;100,00
240450;15349;100,00
240460;13628;100,00
240470;15354;100,00
240480;2228;100,00
240485;7501;100,00
240490;5858;100,00
240500;9026;100,00
240510;6863;100,00
240520;5289;100,00
240530;10087;100,00
240540;5117;100,00
240550;2617;100,00
240560;14730;100,00
240570;12395;100,00
240580;34747;100,00
240590;2655;100,00
240600;5957;100,00
240610;18274;100,00
240615;3873;100,00
240620;6728;100,00
240630;7503;100,00
240640;2731;100,00
240650;15477;100,00
240660;8192;100,00
240670;11208;100,00
240680;4755;100,00
240690;3966;100,00
240700;10086;100,00
240710;79743;100,00
240720;31584;98,31
240725;3978;100,00
240730;8358;100,00
240740;8692;100,00
240750;12194;100,00
240760;4568;100,00
240770;11295;100,00
240780;22239;100,00
240790;2127;100,00
240800;294076;74,32
240810;877640;55,06
240820;27260;100,00
240830;37233;100,00
240840;4272;100,00
240850;4812;100,00
240860;4232;100,00
240870;3787;100,00
240880;5201;100,00
240890;21408;100,00
240325;255793;73,34
240910;13076;100,00
240920;3075;100,00
240930;12701;100,00
240940;30183;68,58
240950;3275;100,00
240960;2478;100,00
240970;6780;100,00
240980;14767;100,00
240990;14984;100,00
241000;3806;100,00
241010;15294;100,00
241020;7827;100,00
241025;6765;100,00
241040;9516;100,00
241050;5067;100,00
241060;3194;100,00
241070;3543;100,00
241080;4209;81,97
241090;8034;100,00
240895;10789;100,00
241100;4472;100,00
241110;3608;100,00
241120;39355;100,00
240933;5480;100,00
241140;12954;100,00
241142;2670;100,00
241150;23988;100,00
241160;2778;100,00
241170;4401;100,00
241180;3573;100,00
241190;4200;100,00
241200;101102;100,00
241210;6179;100,00
241220;43640;100,00
241230;12833;100,00
241240;4602;100,00
241250;23380;44,27
241255;9531;100,00
241260;17436;100,00
241270;6014;100,00
241280;8212;100,00
241290;11057;100,00
241300;6397;100,00
241310;6044;100,00
241320;4395;100,00
241030;10266;100,00
241330;5774;100,00
241335;11790;100,00
241340;8065;100,00
241350;6281;100,00
241355;4784;100,00
241360;2799;100,00
241370;5481;100,00
241380;2545;100,00
241390;12261;100,00
241400;15581;100,00
241410;10715;100,00
241415;5883;100,00
241105;4071;100,00
241420;13916;100,00
241430;2407;100,00
241440;33734;100,00
241445;3259;100,00
241450;10591;100,00
241460;14516;100,00
241470;5485;100,00
241475;4149;100,00
241480;12323;100,00
241490;1712;100,00
241500;3146;100,00
110001;23167;100,00
110037;13227;100,00
110040;20999;82,15
110034;14722;46,87
110002;106168;60,89
110045;38937;69,73
110003;5438;100,00
110060;6190;55,74
110004;84813;85,78
110070;14009;98,51
110080;25983;100,00
110090;3119;100,00
110005;16444;83,92
110092;10886;100,00
110006;16227;85,04
110007;7567;100,00
110008;17855;96,61
110094;24226;59,19
110009;32047;75,36
110100;8095;100,00
110010;45783;82,89
110110;10272;67,17
110011;51933;100,00
110012;127907;72,83
110013;39097;61,77
110120;9762;100,00
110130;11080;93,41
110140;15695;87,93
110014;20459;67,45
110033;29757;46,38
110143;7047;97,91
110050;8751;100,00
110015;36340;100,00
110145;5947;100,00
110018;36434;66,28
110146;2191;100,00
110020;519531;60,17
110025;19409;100,00
110147;2939;100,00
110026;3723;100,00
110028;54702;100,00
110029;6781;100,00
110148;5280;100,00
110149;19842;100,00
110032;22931;61,49
110150;11860;100,00
110155;4384;100,00
110160;10494;100,00
110170;11665;88,73
110175;11028;62,57
110180;6998;100,00
110030;97448;88,51
140005;15638;100,00
140002;12394;100,00
140010;375374;57,05
140015;12257;100,00
140017;17868;100,00
140020;21564;100,00
140023;9950;100,00
140028;11600;100,00
140030;17528;100,00
140040;11045;93,71
140045;15580;100,00
140047;29533;100,00
140050;8052;100,00
140060;7860;87,79
140070;10325;100,00
430003;4858;100,00
430005;3753;100,00
430010;16524;63,54
430020;7063;100,00
430030;6077;100,00
430040;74173;97,07
430045;3559;96,94
430047;1979;100,00
430050;6458;100,00
430055;1663;100,00
430057;3020;100,00
430060;209213;57,79
430063;6974;98,94
430064;7416;100,00
430066;1324;100,00
430070;6003;100,00
430080;13055;100,00
430085;3600;100,00
430087;5622;100,00
430090;6283;100,00
430100;20637;100,00
430107;2921;100,00
430105;9842;100,00
430120;13332;100,00
430110;14123;97,71
430130;18351;88,44
430140;10425;99,28
430150;6706;100,00
430155;3573;100,00
430160;120943;83,62
430163;13760;75,22
430165;6139;100,00
430170;6627;100,00
430175;7454;100,00
430185;3238;100,00
430187;4202;100,00
430190;13423;77,11
430192;1726;100,00
430195;2527;100,00
430180;5295;100,00
430200;11216;92,28
430205;2031;100,00
430210;119049;59,24
430215;2104;100,00
430220;6712;100,00
430222;2473;100,00
430223;2590;100,00
430225;2788;0,00
430230;11391;100,00
430235;13846;99,67
430237;1987;0,00
430240;12265;80,72
430245;7726;89,31
430250;6356;100,00
430258;2135;100,00
430260;3397;100,00
430265;5043;68,41
430270;20929;82,42
430280;33702;51,18
430290;12705;100,00
430300;82547;43,97
430310;129307;60,46
430320;5055;100,00
430330;4856;100,00
430340;4788;100,00
430350;66034;41,80
430355;2724;100,00
430360;6456;100,00
430367;3380;100,00
430370;5553;100,00
430380;5471;100,00
430390;66156;98,40
430400;4596;100,00
430410;3345;100,00
430420;31306;69,00
430430;6246;100,00
430435;9519;100,00
430440;44489;53,61
430450;55871;46,07
430460;344957;70,52
430461;1729;100,00
430462;1668;100,00
430463;52004;86,99
430465;3602;100,00
430466;25297;80,64
430468;11810;100,00
430469;2750;100,00
430467;4589;75,18
430471;8187;100,00
430470;61949;71,67
430480;29409;38,25
430485;1404;100,00
430490;9010;100,00
430495;3189;94,07
430500;8851;100,00
430510;504069;56,18
430511;2905;100,00
430512;6136;100,00
430513;4676;100,00
430515;2327;100,00
430517;12058;100,00
430520;14074;98,05
430530;9300;100,00
430535;40301;94,17
430537;3306;100,00
430540;3794;100,00
430543;6635;100,00
430544;5401;100,00
430545;15912;86,73
430550;4775;100,00
430558;2442;100,00
430560;3221;100,00
430570;6746;100,00
430580;9915;100,00
430583;1507;100,00
430585;2327;100,00
430587;2518;100,00
430590;7385;100,00
430593;1641;100,00
430595;3868;100,00
430597;2769;100,00
430600;13544;100,00
430605;7950;100,00
430607;2851;100,00
430610;60693;100,00
430613;1870;100,00
430620;12290;56,14
430630;4744;100,00
430632;2852;100,00
430635;2478;100,00
430637;3026;100,00
430640;32205;85,70
430642;2044;100,00
430645;3394;100,00
430650;15338;67,48
430660;38589;62,58
430655;2541;100,00
430670;3086;100,00
430673;4639;100,00
430675;1994;100,00
430676;40643;69,38
430680;22520;100,00
430690;25791;72,82
430692;1088;100,00
430695;2829;100,00
430693;8542;100,00
430697;2995;100,00
430700;105059;77,70
430705;3167;100,00
430720;4902;100,00
430730;7040;100,00
430740;3277;100,00
430745;2969;100,00
430750;15584;100,00
430755;5976;100,00
430760;49345;79,46
430770;83121;100,00
430780;33820;69,63
430781;3660;100,00
430783;2458;100,00
430786;2721;100,00
430790;71570;56,97
430800;6690;100,00
430805;2346;100,00
430807;4455;77,44
430810;13451;100,00
430820;30430;78,75
430825;1796;100,00
430830;10370;100,00
430840;6715;100,00
430843;2424;100,00
430845;4356;100,00
430850;31120;93,61
430860;34684;32,87
430865;2963;100,00
430870;5580;100,00
430880;8409;100,00
430885;1642;100,00
430890;16240;84,98
430900;16151;100,00
430905;7988;79,90
430910;35875;100,00
430912;2106;100,00
430915;4297;80,29
430920;279398;64,92
430925;1516;100,00
430930;98043;35,56
430940;25475;100,00
430950;7614;100,00
430955;4812;100,00
430710;6828;100,00
430957;3018;100,00
430960;19267;100,00
430965;6714;100,00
430970;4788;100,00
430975;4412;100,00
430980;4719;100,00
430990;7338;94,03
430995;4027;85,67
431000;20284;100,00
431010;36450;90,21
431020;83173;88,26
431030;4091;100,00
431033;22309;15,46
431036;3116;100,00
431040;6228;100,00
431041;2235;100,00
431043;6588;100,00
431046;1899;100,00
431050;7344;100,00
431053;5459;100,00
431055;3470;100,00
431057;2125;100,00
431060;37757;79,46
431065;2441;0,00
431070;3420;100,00
431075;1940;100,00
431080;23880;57,79
431085;3848;100,00
431087;2679;100,00
431090;3576;100,00
431100;26869;77,04
431110;10937;98,75
431112;3773;100,00
431113;3518;98,07
431115;8554;100,00
431120;19364;89,08
431123;2884;100,00
431127;1611;100,00
431130;27834;83,53
431125;6442;100,00
431140;82951;71,07
431142;2561;100,00
431150;7516;100,00
431160;5289;100,00
431162;5980;100,00
431164;1708;0,00
431171;4613;74,79
431170;5464;63,14
431173;2990;100,00
431175;7291;100,00
431177;6749;100,00
431179;2680;100,00
431180;43435;100,00
431190;4488;100,00
431198;3881;100,00
431200;2054;100,00
431205;4024;100,00
431210;4864;100,00
431213;2538;100,00
431215;4456;100,00
431217;1665;100,00
431220;4443;100,00
431225;8045;100,00
431230;4824;100,00
431235;1466;100,00
431237;3220;100,00
431238;2564;100,00
431240;64788;54,69
431242;3056;100,00
431244;2979;100,00
431245;6546;100,00
431247;6344;0,00
431250;12760;27,04
431260;4948;100,00
431261;3151;93,07
431262;1888;100,00
